FileNo	CountyName	CurrentOperator	CurrentWellName	DFElev	FieldName	Footages	GRElev	KBElev	LeaseName	LeaseNumber	OriginalOperator	OriginalWellName	ProducedPools	QQ	Range	Section	TD	Township	WellStatus	WellType	Wellbore	api	bakken_isopach_ft	bh_lat	bh_lng	choke_size	legs	max_tvd	mean_tvd	min_tvd	num_pools_produced	production_liquid_120	production_liquid_150	production_liquid_180	production_liquid_1825	production_liquid_270	production_liquid_30	production_liquid_365	production_liquid_60	production_liquid_730	production_liquid_90	spud_date	std_tvd	stimulated_formation	surface_lat	surface_lng	total_lbs_proppant	total_num_stages	total_volume_bbls	tvd	type_treatment	well_status_date
27494	MOUNTRAIL	HESS BAKKEN INVESTMENTS II, LLC	EN-L CVANCARA-  155-93-2627H-2		ROBINSON LAKE	2486 FNL  300 FEL			EN-L CVANCARA-	155-93-2627H-2	HESS BAKKEN INVESTMENTS II, LLC	EN-L CVANCARA-  155-93-2627H-2	BAKKEN	SENE	93 W	26	21005.0	155 N	A	OG	HORIZONTAL	US33061029260000	140.0	48.224321	-102.63244300000001	18/64	2.0	10458.81	10360.8157923	9752.97	1	47528.0	53553.0	59342.0			18265.0		29803.0		39892.0	2014-03-19	119.71426207200001	bakken	48.2190477117	-102.591478404	3422024.0	34	48379.0	10452.47	sand frac	2014-09-26
23117	MCKENZIE	STATOIL OIL & GAS LP	CORA  20-17 4H		POE	510 FSL  1676 FEL	2243.0	2268.0	CORA	20-17 4H	BRIGHAM OIL & GAS, L.P.	CORA  20-17 4H	BAKKEN	SWSE	100 W	20	20798.0	151 N	A	OG	HORIZONTAL	US33053041890000	60.0	47.899312	-103.502608	44/64	3.0	11058.94	10994.328514899998	10491.24	1	72346.0	78206.0	84218.0			28498.0		49026.0		61403.0	2012-10-15	117.342594483	bakken	47.8785834874	-103.50433648100001	3753207.0	29	81204.0	11022.56	other	2014-07-18
27844	MCKENZIE	NEWFIELD PRODUCTION COMPANY	BLUE ANGEL  150-99-5-8-4H		TOBACCO GARDEN	390 FNL  1702 FWL	2230.0	2255.0	BLUE ANGEL	150-99-5-8-4H	NEWFIELD PRODUCTION COMPANY	BLUE ANGEL  150-99-5-8-4H	BAKKEN	LOT3	99 W	5	20996.0	150 N	A	OG	HORIZONTAL	US33053057390000	80.0	47.819883000000004	-103.379725	20/4	2.0	11153.83	11101.838838700001	10569.12	1	55085.0	63781.0	70688.0		87515.0	20231.0		33728.0		45942.0	2014-05-05	117.044238419	bakken	47.8471002624	-103.383155289	3502900.0	32	58166.0	11143.76	sand frac	2014-07-04
25973	WILLIAMS	WHITING OIL AND GAS CORPORATION	P VANCE  154-97-4-17-20-13H3		TRUAX	304 FNL  415 FWL	2172.0	2200.0	P VANCE	154-97-4-17-20-13H3	KODIAK OIL & GAS (USA) INC.	P VANCE  154-97-4-17-1-2H	BAKKEN	NWNW	97 W	17	20817.0	154 N	A	OG	HORIZONTAL	US33105031250000	90.0	48.140524	-103.192027	38/64	2.0	11100.28	11027.229	10502.17	1	40601.0	44660.0	48489.0		58196.0	18485.0	66770.0	28974.0		35576.0	2013-09-15	117.21263732		48.1679319087	-103.193104033	4048407.0	25	96639.0	11085.16	sand frac	2014-02-07
23373	WILLIAMS	WHITING OIL AND GAS CORPORATION	P STATE  154-97-3-16-21-14H		TRUAX	305 FNL  1450 FWL	2082.0	2108.0	P STATE	154-97-3-16-21-14H	KODIAK OIL & GAS (USA) INC.	P STATE  154-97-3-16-21-14H3	BAKKEN	NENW	97 W	16	20630.0	154 N	A	OG	HORIZONTAL	US33105027330000	90.0	48.140433	-103.164386	44/64	2.0	10937.22	10865.1625974	10288.39	1	43200.0	48159.0	52354.0		63752.0	17877.0	74974.0	28984.0	106321.0	37398.0	2012-09-24	108.92775575700001	bakken	48.167849044499995	-103.167354145	4022080.0	27	80105.0	10929.84	sand frac	2012-12-22
21939	WILLIAMS	HRC OPERATING, LLC	PASTERNAK  1-32-29H		CLIMAX	312 FNL  1998 FEL	2405.0	2431.0	PASTERNAK	1-32-29H	G3 OPERATING, LLC	PASTERNAK  1-32-29H	BAKKEN	NWNE	102 W	5	20400.0	157 N	A	OG	HORIZONTAL	US33105024620000	80.0	48.488209999999995	-103.892876	32/64	2.0	10046.14	9947.33134752	9449.18	1	19556.0	23278.0	26109.0		33199.0	5143.0	38765.0	10266.0	53377.0	15233.0	2011-12-19	116.993940173	bakken	48.4589859436	-103.892838717	3008746.0	30	33618.0	9917.37	other	2012-03-19
22516	DIVIDE	SM ENERGY COMPANY	ADAMS  2-18H		COLGAN	270 FNL  1630 FEL	2165.0	2189.0	ADAMS	2-18H	SM ENERGY COMPANY	ADAMS  2-18H	BAKKEN	NWNE	100 W	18	18325.0	163 N	A	OG	HORIZONTAL	US33023008190000	90.0	48.980965000000005	-103.712362	/64	2.0	7993.73	7920.25484615	7569.85	1	50048.0	58558.0	66781.0		89433.0	14673.0	108990.0	29221.0	166730.0	40878.0	2012-03-25	72.3241838395	three forks	48.951826826	-103.712590673	1479420.0	20	69547.0	7889.39	sand frac	2012-05-30
16758	DUNN	MARATHON OIL COMPANY	SCHOLLMEYER  21-4H		BAILEY	660 FNL  1980 FWL		2238.0	SCHOLLMEYER	21-4H	MARATHON OIL COMPANY	SCHOLLMEYER  21-4H	BAKKEN	LOT 3	94 W	4	19608.0	144 N	A	OG	HORIZONTAL	US33025006570000	60.0	47.301187	-102.603581	11/64	2.0	10477.16	10414.9693388	9905.95	1	20636.0	24978.0	29418.0		39100.0	8104.0	48837.0	13899.0	70375.0	17636.0	2009-07-20	121.79181314799999		47.3267317332	-102.601308844		1		10452.28		2010-04-09
21697	BILLINGS	WHITING OIL AND GAS CORPORATION	REDMOND FEDERAL  21-28TFH		FRYBURG	300 FNL  1980 FWL	2766.0	2791.0	REDMOND FEDERAL	21-28TFH	WHITING OIL AND GAS CORPORATION	REDMOND FEDERAL  21-28TFH	BAKKEN	NENW	100 W	28	20163.0	140 N	A	OG	HORIZONTAL	US33007017040000	30.0	46.891695	-103.307115	48/64	2.0	10658.68	10591.332	10102.63	1	17478.0	20124.0	21880.0		26213.0	5541.0	29996.0	10293.0	41247.0	14693.0	2012-02-07	104.356016666	bakken	46.9185286134	-103.307269746	1959636.0	30	31224.0	10591.32	sand frac	2012-04-12
17080	MOUNTRAIL	WHITING OIL AND GAS CORPORATION	NIEMI  44-22H		SANISH	309 FSL  729 FEL		2338.0	NIEMI	44-22H	WHITING OIL AND GAS CORPORATION	NIEMI  44-22H	BAKKEN	SESE	91 W	22	19563.0	154 N	A	OG	HORIZONTAL	US33061006730000	110.0	48.166484999999994	-102.365921	34/64	2.0	9861.8	9810.52201581	9122.13	1	75533.0	90598.0	102439.0	394894.0	133946.0	28245.0	160320.0	47050.0	243460.0	62530.0	2009-08-19	120.566058466		48.1398245588	-102.356119615		1		9830.87		2009-10-28
21517	WILLIAMS	CONTINENTAL RESOURCES, INC.	OMAR  6-12H		NORTH TIOGA	315 FSL  2233 FWL	2290.0	2310.0	OMAR	6-12H	CONTINENTAL RESOURCES, INC.	OMAR  6-12H	BAKKEN	SESW	95 W	12	19000.0	159 N	A	OG	HORIZONTAL	US33105023670000	110.0	48.632625	-102.898872	34/64	2.0	9149.62	9099.56293729	8700.85	1	37122.0	44742.0	51189.0		65636.0	12831.0	76683.0	21531.0		28574.0	2012-04-26	58.3271150449	bakken	48.6051576748	-102.897670956	3009065.0	30	45808.0	9055.3	sand frac	2013-06-17
25150	WILLIAMS	CONTINENTAL RESOURCES, INC.	JEROL  2-27H		LINDAHL	335 FNL  1050 FEL	2294.0	2315.0	JEROL	2-27H	CONTINENTAL RESOURCES, INC.	JEROL  2-27H	BAKKEN	NENE	95 W	27	19225.0	159 N	A	OG	HORIZONTAL	US33105030160000	100.0	48.546972	-102.931493	44/64	2.0	9396.4	9342.85204724	8908.41	1	36371.0	42436.0	47242.0		61115.0	13003.0	74728.0	21546.0		29556.0	2013-12-16	96.768250132	bakken	48.5744079313	-102.93313926299999	4504748.0	30	61611.0	9382.16	sand frac	2014-04-15
17602	MCKENZIE	CONTINENTAL RESOURCES, INC.	CHARLIE BOB CREEK   1-25H		RANCH COULEE	335 FSL  1910 FWL		2539.0	CHARLIE BOB CREEK	1-25H	CONTINENTAL RESOURCES, INC.	CHARLIE BOB CREEK   1-25H	BAKKEN	SESW	98 W	25	16160.0	146 N	A	OG	HORIZONTAL	US33053029330000	60.0	47.442378999999995	-103.100757	/64	3.0	11297.34	11219.6156725	10642.6	1	9681.0	11019.0	12189.0	71965.0	14994.0	3401.0	17322.0	5150.0	23821.0	7770.0	2008-09-26	126.065855745		47.4305331226	-103.112180844	697602.0	12	22131.0	11292.24	fracture	2008-12-08
26530	MCKENZIE	CONTINENTAL RESOURCES, INC.	JERRY  5-8H		POE	402 FSL  2117 FWL	2134.0	2156.0	JERRY	5-8H	CONTINENTAL RESOURCES, INC.	JERRY  5-8H	BAKKEN	SESW	100 W	8	20635.0	151 N	A	OG	HORIZONTAL	US33053052990000	70.0	47.921896999999994	-103.510779	22/64	3.0	10949.51	10876.9557333	10472.35	1	50055.0	57905.0	65074.0			14935.0		29853.0		40521.0	2014-03-06	114.37480527	bakken	47.907218651899996	-103.510252625	5436158.0	30	121570.0	10933.69	sand frac	2014-08-20
27951	WILLIAMS	CONTINENTAL RESOURCES, INC.	RALEIGH  5-20H1		DOLLAR JOE	872 FNL  2146 FWL			RALEIGH	5-20H1	CONTINENTAL RESOURCES, INC.	RALEIGH  5-20H1	BAKKEN	NENW	97 W	29	22253.0	155 N	A	OG	HORIZONTAL	US33105034780000	90.0			28/64					1	33580.0	41192.0				13711.0		25125.0		28794.0	2014-06-02		three forks	48.2241143122	-103.185955881	5946657.0	30	119264.0		sand frac	2014-09-27
18334	DUNN	HESS BAKKEN INVESTMENTS II, LLC	DANIELLE  12-1H		LITTLE KNIFE	250 FSL  1175 FEL	2520.0	2539.0	DANIELLE	12-1H	TRACKER RESOURCE DEVELOPMENT II, LLC	DANIELLE  12-1H	BAKKEN	SESE	97 W	12	20626.0	145 N	A	OG	HORIZONTAL	US33025009740000	60.0	47.392934999999994	-102.976012	20/64	3.0	11140.04	11036.7962222	10640.22	1	41108.0	47038.0	51595.0	154568.0	62809.0	17979.0	73043.0	27737.0	101500.0	35046.0	2009-11-30	148.915981894	bakken	47.3872642096	-102.975648686	1633364.0	19	35957.0	11122.84	sand frac	2010-02-22
26857	MOUNTRAIL	HESS BAKKEN INVESTMENTS II, LLC	EN-STATE D-  154-93-2635H-7		ROBINSON LAKE	258 FNL  2289 FEL	2328.0	2354.0	EN-STATE D-	154-93-2635H-7	HESS CORPORATION	EN-STATE D-  154-93-2635H-7	BAKKEN	NWNE	93 W	26	20706.0	154 N	A	OG	HORIZONTAL	US33061027860000	130.0	48.111008	-102.605027	36/64	2.0	10623.92	10550.175061	9963.37	1	57459.0	63089.0	70189.0		87490.0	27467.0		42122.0		51893.0	2014-01-02	130.69423191799999	bakken	48.1384371362	-102.59988095799999	2863395.0	34	43014.0	10623.92	sand frac	2014-07-23
17652	MOUNTRAIL	FIDELITY EXPLORATION & PRODUCTION COMPANY	DEADWOOD CANYON RANCH  44-27H		SANISH	644 FSL  512 FEL		2146.0	DEADWOOD CANYON RANCH	44-27H	FIDELITY EXPLORATION & PRODUCTION COMPANY	DEADWOOD CANYON RANCH  44-27H	BAKKEN	SESE	92 W	27	15835.0	154 N	A	OG	HORIZONTAL	US33061008780000	120.0	48.127012	-102.485298		3.0	10178.92	9962.30578947	9697.35	1	33765.0	40014.0	45313.0	179427.0	57693.0	12051.0	70977.0	19786.0	110478.0	27109.0	2008-11-12	150.085472782		48.1262727852	-102.48488122399999		9		10178.92		2009-01-27
25413	DUNN	QEP ENERGY COMPANY	MHA  3-10-15H-149-91		HEART BUTTE	2599 FSL  345 FWL	1915.0	1942.0	MHA	3-10-15H-149-91	QEP ENERGY COMPANY	MHA  3-10-15H-149-91	BAKKEN	NWSW	91 W	10	17485.0	149 N	A	OG	HORIZONTAL	US33025021340000	90.0	47.718224	-102.312601	48/64	2.0	9966.78	9871.55669355	9206.48	1	20453.0	24567.0	28123.0		37204.0	5708.0	45177.0	12422.0		16325.0	2013-09-13	184.55181966900003	three forks	47.739090682	-102.319898655	1937720.0	23	42049.0	9957.25	sand frac	2013-11-27
22103	BURKE	PETRO-HUNT, L.L.C.	THORSON  159-94-7A-18-5H		NORTH TIOGA	475 FNL  1585 FEL	2331.0	2351.0	THORSON	159-94-7A-18-5H	PETRO-HUNT, L.L.C.	THORSON  159-94-7A-18-5H	BAKKEN	NWNE	94 W	7	19165.0	159 N	A	OG	HORIZONTAL	US33013016360000	110.0	48.590458	-102.866404	20/64	2.0	9242.1	9183.13353293	8610.33	1	48492.0	59338.0	68002.0		91550.0	13186.0	108745.0	25793.0	142504.0	35915.0	2013-01-17	89.8167156773	bakken	48.6174598373	-102.870746757	3060820.0	34	61750.0	9241.78	sand frac	2013-04-25
24509	BURKE	OASIS PETROLEUM NORTH AMERICA LLC	SWEETGUM  6092 13-24H		COTTONWOOD	425 FNL  2170 FEL	2416.0	2437.0	SWEETGUM	6092 13-24H	OASIS PETROLEUM NORTH AMERICA LLC	SWEETGUM  6092 13-24H	BAKKEN	NWNE	92 W	24	19110.0	160 N	A	OG	HORIZONTAL	US33013016990000	80.0	48.704952	-102.50253599999999	/64	2.0	8657.33	8571.39529412	8161.1	1	17927.0	22433.0	26829.0		38089.0	1521.0	48328.0	6734.0	71495.0	12755.0	2013-01-21	90.1368984146	bakken	48.675627163	-102.502393465	2538684.0	36	42606.0	8544.64	sand frac	2013-04-15
23760	MOUNTRAIL	ARSENAL ENERGY USA INC.	RONALD CARTER  11-2H-155-91		STANLEY	330 FSL  1900 FWL	2239.0	2260.0	RONALD CARTER	11-2H-155-91	ARSENAL ENERGY USA INC.	RONALD CARTER  11-2H-155-91	BAKKEN	SESW	91 W	11	18736.0	155 N	A	OG	HORIZONTAL	US33061022470000	90.0	48.267376	-102.344755	32/64	4.0	9463.27	9351.01380282	8810.08	1	53880.0	62429.0	69939.0		86094.0	21065.0	99595.0	32417.0		44791.0	2013-02-26	176.23525563200002	bakken	48.2557224866	-102.34529022299999	2600000.0	26	57265.0	9452.3	sand frac	2013-07-02
26689	WILLIAMS	CONTINENTAL RESOURCES, INC.	SCHROEDER  3-34H1		STONEVIEW	295 FNL  1135 FWL	2344.0	2366.0	SCHROEDER	3-34H1	CONTINENTAL RESOURCES, INC.	SCHROEDER  3-34H1	BAKKEN	LOT4	95 W	3	19810.0	159 N	A	OG	HORIZONTAL	US33105032480000	110.0	48.661577	-102.945422	26/64	2.0	9337.31	9255.29157895	8899.94	1	44470.0	52902.0	59873.0		74605.0	15053.0	83405.0	26339.0		35104.0	2013-10-29	82.0880212415	three forks	48.632440646999996	-102.94610423200001	4265940.0	29	59593.0	9197.36	sand frac	2014-05-14
22463	MOUNTRAIL	WHITING OIL AND GAS CORPORATION	S-BAR  21-2H		SANISH	210 FNL  2040 FWL	2184.0	2212.0	S-BAR	21-2H	WHITING OIL AND GAS CORPORATION	S-BAR  21-2H	BAKKEN	LOT3	93 W	2	18675.0	153 N	IA	OG	HORIZONTAL	US33061020400000	130.0	48.108084000000005	-102.569721	48/64	2.0	10480.73	10409.5236937	9969.15	1	35869.0	41681.0	45509.0		54747.0	11083.0	63489.0	18588.0	87803.0	27101.0	2012-05-05	105.229577111	bakken	48.10963315	-102.60364411		22	24949.0	10409.54		2012-07-20
23577	STARK	WHITING OIL AND GAS CORPORATION	HAVELKA  21-15PH		DICKINSON	390 FNL  285 FWL	2549.0	2577.0	HAVELKA	21-15PH	WHITING OIL AND GAS CORPORATION	HAVELKA  21-15PH	BAKKEN	NWNW	97 W	15	20909.0	140 N	A	OG	HORIZONTAL	US33089007250000	40.0	46.920262	-102.904312	48/64	2.0	10360.73	10281.169411799998	9830.43	1	56363.0	65618.0	73823.0		95156.0	18476.0	108232.0	35140.0	141513.0	47150.0	2012-10-28	100.536221771	bakken	46.94754894850001	-102.91355790200001	3219200.0	30	43087.0	10241.25	sand frac	2013-02-11
21368	BURKE	CONTINENTAL RESOURCES, INC.	OVERLAND   1-8H		VIKING	225 FSL  1980 FEL	2382.0	2404.0	OVERLAND	1-8H	CONTINENTAL RESOURCES, INC.	OVERLAND   1-8H	BAKKEN	SWSE	94 W	8	19401.0	160 N	A	OG	HORIZONTAL	US33013015890000	120.0	48.719814	-102.850233	46/64	2.0	9186.72	9111.15598684	8682.82	1	29670.0	35737.0	39221.0		48110.0	9166.0	61067.0	15509.0	86711.0	22376.0	2011-12-05	86.7889737135		48.6917993441	-102.850412408	3523138.0	30	62285.0	9071.32	sand frac	2012-03-07
19698	STARK	FIDELITY EXPLORATION & PRODUCTION COMPANY	KUCHYNSKI  12-1H		DUTCH HENRY BUTTE	250 FSL  1379 FWL	2557.0	2587.0	KUCHYNSKI	12-1H	FIDELITY EXPLORATION & PRODUCTION COMPANY	KUCHYNSKI  24-12H	BAKKEN	SESW	97 W	12	21435.0	140 N	A	OG	HORIZONTAL	US33089006010000	40.0	46.97996	-102.867173	18/64	2.0	10431.99	10366.8230739	9746.14	1	35471.0	39254.0	42572.0		51020.0	12843.0	60905.0	20717.0	87585.0	29721.0	2012-05-06	114.688885876	three forks	46.949209254399996	-102.867168154	2377100.0	30	39671.0	10431.99	fracture	2012-07-06
23788	DUNN	XTO ENERGY INC.	THORP FEDERAL  11X-28F		LITTLE KNIFE	221 FNL  322 FWL	2052.0	2074.0	THORP FEDERAL	11X-28F	XTO ENERGY INC.	THORP FEDERAL  11X-28F	BAKKEN	NWNW	97 W	28	20542.0	148 N	IA	OG	HORIZONTAL	US33025018650000	90.0	47.588744	-103.049082	36/64	2.0	10893.76	10872.463408399999	10389.96	1	46007.0	51995.0	57118.0		67550.0	18848.0		29510.0		38358.0	2013-01-15	66.8342346471	three forks	47.61691353	-103.05519751899999	3136396.0	30	78044.0	10893.76	sand frac	2013-08-29
26092	MCKENZIE	BURLINGTON RESOURCES OIL & GAS COMPANY LP	BIG BEND  21-2TFH		CAMEL BUTTE	260 FNL  2287 FWL	2410.0	2437.0	BIG BEND	21-2TFH	BURLINGTON RESOURCES OIL & GAS COMPANY LP	BIG BEND  21-2TFH	BAKKEN	LOT3	96 W	2	20622.0	151 N	A	OG	HORIZONTAL	US33053051660000	90.0	47.905839	-102.932573	32/64	2.0	10816.83	10756.910676700001	10228.5	1	40838.0	61671.0	72731.0		91606.0	15614.0		24582.0		37356.0	2013-10-08	117.71209582700001	bakken	47.9334616357	-102.931468379	3379500.0	30	53450.0	10813.49		2014-06-06
24299	DUNN	HRC OPERATING, LLC	FORT BERTHOLD  148-95-13A-24-3H		EAGLE NEST	150 FNL  1665 FEL	2443.0	2470.0	FORT BERTHOLD	148-95-13A-24-3H	PETRO-HUNT, L.L.C.	FORT BERTHOLD  148-95-13A-24-3H	BAKKEN	NWNE	95 W	13	21123.0	148 N	A	OG	HORIZONTAL	US33025019720000	80.0	47.617971999999995	-102.723345	37/64	2.0	11183.72	11113.8696296	10568.25	1	59406.0	68460.0	75027.0		95540.0	19421.0	107499.0	32816.0		46326.0	2013-04-25	129.533348661	bakken	47.6458228234	-102.722057906	4492868.0	31	90333.0	11131.85	other	2013-09-15
23090	WILLIAMS	STATOIL OIL & GAS LP	JAROLD  25-36 2TFH		TODD	525 FNL  1638 FWL	1942.0	1966.0	JAROLD	25-36 2TFH	BRIGHAM OIL & GAS, L.P.	JAROLD  25-36 2TFH	BAKKEN	NENW	101 W	25	20260.0	155 N	A	OG	HORIZONTAL	US33105026570000	70.0	48.217574	-103.620728	64/64	3.0	10588.14	10483.1764151	10025.93	1	45358.0	53360.0	60600.0		79890.0	16699.0	95201.0	27426.0	139661.0	36765.0	2012-08-10	149.85861319100002	three forks	48.2250866853	-103.618554195	3758145.0	29	81617.0	10584.27	other	2013-01-25
25701	MCKENZIE	HESS BAKKEN INVESTMENTS II, LLC	AN-EVENSON  152-95-0310H-2		ANTELOPE	350 FNL  1680 FWL			AN-EVENSON	152-95-0310H-2	HESS CORPORATION	AN-EVENSON  152-95-0310H-2	SANISH	LOT3	95 W	3		152 N	IA	OG	HORIZONTAL	US33053050270000	90.0	48.022512	-102.82571999999999	30/64	4.0	10212.75	9777.02428571	9255.01	1	77455.0	85858.0	92604.0			34825.0		54958.0		67508.0	2013-08-14	307.017377189	bakken	48.02272624	-102.8259457	2460531.0	35	39221.0	10212.75	sand frac	2014-04-28
22073	MOUNTRAIL	WPX ENERGY WILLISTON, LLC	STATE OF ND   10-3HZ		VAN HOOK	500 FSL  1410 FEL	1928.0	1953.0	STATE OF ND	10-3HZ	DAKOTA-3 E&P COMPANY, LLC	STATE OF ND   10-3HZ	BAKKEN	SWSE	92 W	10	19876.0	150 N	A	OG	HORIZONTAL	US33061019600000	100.0	47.847023	-102.43066999999999	312/64	2.0	10251.18	10193.290310100001	9629.12	1	69790.0	78253.0	85321.0		108694.0	25529.0	130750.0	44806.0	200086.0	58384.0	2013-03-01	126.45638216	three forks	47.8200880105	-102.433854736	3345774.0	16	78138.0	10245.25	sand frac	2013-05-12
20654	MCKENZIE	WHITING OIL AND GAS CORPORATION	CURL  21-14H		ELLSWORTH	300 FNL  1980 FWL	2279.0	2306.0	CURL	21-14H	WHITING OIL AND GAS CORPORATION	CURL  21-14H	BAKKEN	NENW	100 W	14	20805.0	149 N	A	OG	HORIZONTAL	US33053035500000	60.0	47.704305	-103.445895	48/64	2.0	11074.07	10998.5997015	10435.23	1	37907.0	43116.0	47641.0		58007.0	13115.0	66650.0	23758.0	92799.0	31516.0	2011-10-26	137.806646028	bakken	47.73176634479999	-103.44624165399999	2139520.0	30	29302.0	11070.01	sand frac	2012-01-09
27370	DUNN	OXY USA INC.	FEDERAL KUBIK TRUST  4-19-18H-143-95		MURPHY CREEK	470 FSL  2000 FWL	2259.0	2289.0	FEDERAL KUBIK TRUST	4-19-18H-143-95	OXY USA INC.	KUBIK TRUST  4-19-18H-143-95	BAKKEN	SESW	95 W	19	20070.0	143 N	A	OG	HORIZONTAL	US33025024110000	50.0			22/64					1	20082.0	23776.0				4430.0		11033.0		15960.0	2014-02-23		bakken	47.18479986770001	-102.76974785700001	1798480.0	30	50934.0		sand frac	2014-06-24
25299	DUNN	XTO ENERGY INC.	FRANCHUK  24X-20A		MURPHY CREEK	524 FSL  1674 FWL	2330.0	2355.0	FRANCHUK	24X-20A	XTO ENERGY INC.	FRANCHUK  24X-20A	BAKKEN	SESW	95 W	20	20578.0	145 N	A	OG	HORIZONTAL	US33025021070000	60.0	47.385881	-102.81968	32/64	2.0	10852.75	10817.2943373	10347.25	1	60398.0	67514.0	72988.0		94586.0	16724.0	108841.0	36386.0		50416.0	2013-05-07	91.29186532850001	bakken	47.3590697758	-102.815138321	2708884.0	30	61509.0	10838.53	sand frac	2013-08-24
23202	DUNN	WPX ENERGY WILLISTON, LLC	BENSON  3-9HA		SOUTH FORK	597 FNL  1403 FWL	2004.0	2030.0	BENSON	3-9HA	WPX ENERGY WILLISTON, LLC	BENSON  3-9HA	BAKKEN	NENW	93 W	9	14934.0	148 N	A	OG	HORIZONTAL	US33025017770000	90.0	47.646698	-102.543185	20/64	2.0	10405.6	10296.615	9739.35	1	37180.0	42788.0	48932.0		63686.0	15924.0	75338.0	24441.0	105419.0	32115.0	2012-10-20	183.12292446900003	bakken	47.658886762399995	-102.539767001	1864112.0	9	42592.0	10405.6	sand frac	2013-02-26
25578	MCKENZIE	OASIS PETROLEUM NORTH AMERICA LLC	JADE  5200 21-28T		CAMP	1524 FNL  570 FWL	2116.0	2141.0	JADE	5200 21-28T	OASIS PETROLEUM NORTH AMERICA LLC	JADE  5200 21-28T	BAKKEN	SWNW	100 W	28	20540.0	152 N	A	OG	HORIZONTAL	US33053049830000	70.0	47.959171999999995	-103.455706	68/64	2.0	11084.03	11027.436141099999	10514.32	1	53102.0	61460.0	69087.0		79099.0	24317.0	86430.0	41847.0		47486.0	2013-08-03	87.92240320129999	three forks	47.959979587	-103.495342928	3339573.0	36		11084.03	sand frac	2014-01-09
25143	DUNN	ENERPLUS RESOURCES USA CORPORATION	PYGMY  147-93-18B-19H TF		MOCCASIN CREEK	814 FNL  1107 FEL	2205.0	2231.0	PYGMY	147-93-18B-19H TF	ENERPLUS RESOURCES USA CORPORATION	PYGMY  147-93-18B-19H TF	BAKKEN	NENE	94 W	13	18884.0	147 N	A	OG	HORIZONTAL	US33025020860000	80.0	47.532521	-102.585084	30/64	2.0	10650.35	10598.9709615	10062.61	1	55899.0	65890.0	73997.0		98801.0	2359.0	124883.0	30923.0		45080.0	2013-08-04	110.50824255	three forks	47.557058687	-102.591756961	7406828.0	32	35052.0	10606.68	sand frac	2013-11-28
26243	MCKENZIE	WHITING OIL AND GAS CORPORATION	KOALA  16-32-29-2H3		POE	494 FSL  994 FEL	2313.0	2339.0	KOALA	16-32-29-2H3	KODIAK OIL & GAS (USA) INC.	KOALA  16-32-29-2H3	BAKKEN	SESE	99 W	32	21024.0	152 N	A	OG	HORIZONTAL	US33053052220000	80.0	47.963128999999995	-103.375118	36/64	2.0	11374.28	11308.25448	10792.59	1	46457.0	51506.0	56772.0		73939.0	16785.0		29081.0		38593.0	2014-01-06	112.779600159	three forks	47.936249037299994	-103.372578439	3366268.0	23	86457.0	11374.28	sand frac	2014-06-07
19576	WILLIAMS	WHITING OIL AND GAS CORPORATION	20711 ERICKSON 3130  1-H		EPPING	116 FSL  2125 FWL	2176.0	2203.0	20711 ERICKSON 3130	1-H	BTA OIL PRODUCERS, LLC	20711 ERICKSON 3130  1-H	BAKKEN	SESW	99 W	31	21112.0	155 N	A	OG	HORIZONTAL	US33105019680000	90.0	48.220493	-103.468763	24/64	3.0	10936.28	10878.3785965	10448.18	1	65469.0	75931.0	81060.0		108330.0	21985.0	132596.0	38815.0	192204.0	53215.0	2010-10-16	99.774333952	bakken	48.198211676999996	-103.46548085299999	2387188.0	30	78473.0	10930.64	sand frac	2011-05-12
24358	MCKENZIE	CONTINENTAL RESOURCES, INC.	MACK  6-2H		ANTELOPE	150 FNL  775 FEL	2100.0	2122.0	MACK	6-2H	CONTINENTAL RESOURCES, INC.	MACK  6-2H	SANISH	LOT1	94 W	2	16167.0	152 N	IA	OG	HORIZONTAL	US33053045770000	120.0	48.008082	-102.66911999999999	32/64	2.0	10796.71	10710.679875	10190.73	1	23916.0	29207.0	35453.0		48207.0	4227.0	57909.0	11123.0		17581.0	2013-04-27	134.77168236	three forks	48.0230759696	-102.666869138	1348172.0	15	26182.0	10796.38	fracture	2013-08-09
25442	MCKENZIE	QEP ENERGY COMPANY	KUMMER  2-6-7BH		GRAIL	357 FNL  1327 FEL	2362.0	2389.0	KUMMER	2-6-7BH	QEP ENERGY COMPANY	KUMMER  2-6-7BH	BAKKEN	LOT2	95 W	6	20989.0	149 N	A	OG	HORIZONTAL	US33053049530000	90.0	47.732492	-102.88460400000001	38/64	2.0	10936.44	10875.37	10325.85	1	65915.0	80235.0	91743.0		124281.0	13446.0	150748.0	30263.0		49990.0	2013-05-19	120.745884674	bakken	47.7596863258	-102.88220923600001	3287640.0	34	68412.0	10934.43	sand frac	2013-10-31
